0	1421976+1008	0	55	1	pyrtri1_EDU47821.1|XpGTX0501_1|+|63|1.526e-13|1|1421976|1422983|1421976[1421976]:1422983[1422983]:1008[1008]
0	2564303-8013	0	84	-1	colsoj1_KAF6812414.1|XpGTX0501_1|-|991|6.726e-293|4|2556291|2564303|2564303[2564303]:2563833[2563833]:471[471]|2563785[2563785]:2561593[2561593]:2193[2193]|2561524[2561524]:2558402[2558402]:3123[3123]|2558330[2558330]:2556291[2556291]:2040[2040]
0	1394561-1956	0	269	-1	monsp.5_RYP50627.1_RYP50628.1|XpGTX0501_1|-|112|2.711e-28|1|1392606|1394561|1394561[1394561]:1392606[1392606]:1956[1956]
0	1560278+657	0	269	1	monsp.5_RYP50627.1_RYP50628.1|XpGTX0501_1|+|117|8.472e-30|1|1560278|1560934|1560278[1560278]:1560934[1560934]:657[657]
0	169261-1574	0	422	-1	psesp.13_KFX99979.1|XpGTX0501_1|-|649|6.026e-190|3|167688|169261|169261[169261]:169088[169088]:174[174]|168957[168951]:168652[168652]:306[300]|168626[168608]:167688[167688]:939[921]
0	2428615+1327	0	774	1	fusgad1_KAF4947046.1|XpGTX0501_1|+|86|1.819e-20|2|2428615|2429941|2428615[2428615]:2429196[2429196]:582[582]|2429339[2429339]:2429941[2429941]:603[603]
0	2445481+2325	0	820	1	rutsp.1_PQE28656.1|XpGTX0501_1|+|175|2.939e-47|2|2445481|2447805|2445481[2445481]:2446239[2446239]:759[759]|2446291[2446294]:2447805[2447805]:1515[1512]
0	1434103-782	0	889	-1	hirmin1_5623|XpGTX0501_1|-|94|7.107e-23|2|1433322|1434103|1434103[1434103]:1433966[1433966]:138[138]|1433789[1433789]:1433322[1433322]:468[468]
0	1991587+1455	0	898	1	umbpus1_107339|XpGTX0501_1|+|178|3.674e-48|2|1991587|1993041|1991587[1991587]:1992348[1992348]:762[762]|1992664[1992664]:1993041[1993041]:378[378]
0	104398-582	0	1039	-1	friend1_TKA26544.1|XpGTX0501_1|-|57|9.768e-12|1|103817|104398|104398[104398]:103817[103817]:582[582]
0	1096853+657	0	1074	1	cadsp.1_471581|XpGTX0501_1|+|138|4.04e-36|1|1096853|1097509|1096853[1096853]:1097509[1097509]:657[657]
0	989672+873	0	1078	1	fusoxy45_KAG7413195.1|XpGTX0501_1|+|67|9.539e-15|1|989672|990544|989672[989672]:990544[990544]:873[873]
2	668260+639	0	32	1	delcon1_470772|XpGTX0501_2|+|108|4.338e-27|1|668260|668898|668260[668260]:668898[668898]:639[639]
2	37511-2636	0	70	-1	chlaer1_TAQ85415.1|XpGTX0501_2|-|429|1.015e-123|3|34876|37511|37511[37511]:36093[36093]:1419[1419]|36033[36033]:35800[35800]:234[234]|35274[35274]:34876[34876]:399[399]
2	2207374+4807	0	84	1	colsoj1_KAF6812414.1|XpGTX0501_2|+|713|3.267e-209|2|2207374|2212180|2207374[2207374]:2207847[2207847]:474[474]|2207900[2207900]:2212180[2212180]:4281[4281]
2	965236-903	0	269	-1	monsp.5_RYP50627.1_RYP50628.1|XpGTX0501_2|-|108|4.338e-27|1|964334|965236|965236[965236]:964334[964334]:903[903]
2	1543064+798	0	269	1	monsp.5_RYP50627.1_RYP50628.1|XpGTX0501_2|+|132|2.585e-34|1|1543064|1543861|1543064[1543064]:1543861[1543861]:798[798]
2	1664224-846	0	362	-1	penfla1_2705|XpGTX0501_2|-|159|1.926e-42|1|1663379|1664224|1664224[1664224]:1663379[1663379]:846[846]
2	12322-2984	0	820	-1	rutsp.1_PQE28656.1|XpGTX0501_2|-|166|1.505e-44|2|9339|12322|12322[12322]:11156[11156]:1167[1167]|10289[10289]:9339[9339]:951[951]
2	2066723+537	0	1039	1	friend1_TKA26544.1|XpGTX0501_2|+|59|2.442e-12|1|2066723|2067259|2066723[2066723]:2067259[2067259]:537[537]
3	59596-883	0	362	-1	penfla1_2705|XpGTX0501_34|-|141|5.05e-37|2|58714|59596|59596[59596]:59375[59375]:222[222]|59346[59325]:58714[58714]:633[612]
4	1705039-1833	0	32	-1	delcon1_470772|XpGTX0501_3|-|113|1.356e-28|1|1703207|1705039|1705039[1705039]:1703207[1703207]:1833[1833]
4	633098+1770	0	32	1	delcon1_470772|XpGTX0501_3|+|118|4.236e-30|1|633098|634867|633098[633098]:634867[634867]:1770[1770]
4	785612-3779	0	84	-1	colsoj1_KAF6812414.1|XpGTX0501_3|-|602|8.481e-176|4|781834|785612|785612[785612]:784974[784974]:639[639]|784898[784889]:784290[784290]:609[600]|784239[784233]:783007[783007]:1233[1227]|782934[782934]:781834[781834]:1101[1101]
4	1195684-891	0	269	-1	monsp.5_RYP50627.1_RYP50628.1|XpGTX0501_3|-|116|1.694e-29|1|1194794|1195684|1195684[1195684]:1194794[1194794]:891[891]
4	1913132-777	0	283	-1	lepsp.1_734986|XpGTX0501_3|-|83|1.456e-19|1|1912356|1913132|1913132[1913132]:1912356[1912356]:777[777]
4	450074-813	0	588	-1	monfru1_KAA8565543.1|XpGTX0501_3|-|97|8.884e-24|1|449262|450074|450074[450074]:449262[449262]:813[813]
4	6659+1146	0	699	1	grascr1_687|XpGTX0501_3|+|274|4.638e-77|3|6659|7804|6659[6659]:6805[6805]:147[147]|6853[6856]:7215[7215]:363[360]|7286[7286]:7804[7804]:519[519]
4	59595-2499	0	820	-1	rutsp.1_PQE28656.1|XpGTX0501_3|-|87|9.097e-21|1|57097|59595|59595[59595]:57097[57097]:2499[2499]
4	1533585+960	0	889	1	hirmin1_5623|XpGTX0501_3|+|190|8.97e-52|2|1533585|1534544|1533585[1533585]:1533857[1533857]:273[273]|1533963[1533963]:1534544[1534544]:582[582]
5	71466-3779	0	84	-1	colsoj1_KAF6812414.1|XpGTX0501_35|-|525|1.282e-152|3|67688|71466|71466[71466]:70765[70765]:702[702]|70686[70686]:70222[70222]:465[465]|69814[69814]:67688[67688]:2127[2127]
5	23755+1077	0	1078	1	fusoxy45_KAG7413195.1|XpGTX0501_35|+|64|7.631e-14|1|23755|24831|23755[23755]:24831[24831]:1077[1077]
6	34183+2001	0	32	1	delcon1_470772|XpGTX0501_4|+|118|4.236e-30|1|34183|36183|34183[34183]:36183[36183]:2001[2001]
6	1067991-843	0	269	-1	monsp.5_RYP50627.1_RYP50628.1|XpGTX0501_4|-|80|1.164e-18|1|1067149|1067991|1067991[1067991]:1067149[1067149]:843[843]
6	388852+900	0	269	1	monsp.5_RYP50627.1_RYP50628.1|XpGTX0501_4|+|123|1.324e-31|1|388852|389751|388852[388852]:389751[389751]:900[900]
6	870797+561	0	797	1	coltof2_1585|XpGTX0501_4|+|40|1.28e-06|1|870797|871357|870797[870797]:871357[871357]:561[561]
6	368135+2962	0	820	1	rutsp.1_PQE28656.1|XpGTX0501_4|+|127|8.274e-33|2|368135|371096|368135[368135]:369340[369340]:1206[1206]|370185[370185]:371096[371096]:912[912]
6	1208009-2671	0	898	-1	umbpus1_107339|XpGTX0501_4|-|607|2.65e-177|5|1205339|1208009|1208009[1208009]:1207866[1207866]:144[144]|1207802[1207802]:1207590[1207590]:213[213]|1207336[1207336]:1206815[1206815]:522[522]|1206640[1206613]:1206317[1206317]:324[297]|1206199[1206199]:1205339[1205339]:861[861]
6	909557-657	0	1039	-1	friend1_TKA26544.1|XpGTX0501_4|-|50|1.25e-09|1|908901|909557|909557[909557]:908901[908901]:657[657]
7	39144+2673	0	84	1	colsoj1_KAF6812414.1|XpGTX0501_36|+|349|1.228e-99|1|39144|41816|39144[39144]:41816[41816]:2673[2673]
8	68345+7231	0	84	1	colsoj1_KAF6812414.1|XpGTX0501_5|+|736|3.894e-216|2|68345|75575|68345[68345]:68989[68989]:645[645]|69042[69042]:75575[75575]:6534[6534]
8	715918-744	0	269	-1	monsp.5_RYP50627.1_RYP50628.1|XpGTX0501_5|-|78|4.658e-18|1|715175|715918|715918[715918]:715175[715175]:744[744]
8	542333+825	0	269	1	monsp.5_RYP50627.1_RYP50628.1|XpGTX0501_5|+|100|1.11e-24|1|542333|543157|542333[542333]:543157[543157]:825[825]
8	1056122+1410	0	500	1	altatr1_CAG5179564.1|XpGTX0501_5|+|74|7.452e-17|1|1056122|1057531|1056122[1056122]:1057531[1057531]:1410[1410]
8	1190519-1146	0	617	-1	beabas1_7480|XpGTX0501_5|-|73|1.49e-16|1|1189374|1190519|1190519[1190519]:1189374[1189374]:1146[1146]
8	1672932-2649	0	851	-1	hetspe1_CAF9942110.1|XpGTX0501_5|-|448|1.937e-129|10|1670284|1672932|1672932[1672932]:1672804[1672804]:129[129]|1672667[1672667]:1672575[1672575]:93[93]|1672447[1672447]:1672337[1672337]:111[111]|1672264[1672252]:1672034[1672034]:231[219]|1671976[1671976]:1671884[1671884]:93[93]|1671738[1671738]:1671637[1671637]:102[102]|1671489[1671489]:1671394[1671394]:96[96]|1671363[1671363]:1671271[1671271]:93[93]|1671207[1671207]:1671103[1671103]:105[105]|1670460[1670460]:1670284[1670284]:177[177]
8	112235-756	0	889	-1	hirmin1_5623|XpGTX0501_5|-|165|3.01e-44|1|111480|112235|112235[112235]:111480[111480]:756[756]
8	367914-1068	0	1078	-1	fusoxy45_KAG7413195.1|XpGTX0501_5|-|70|1.192e-15|1|366847|367914|367914[367914]:366847[366847]:1068[1068]
9	9683-1953	0	55	-1	pyrtri1_EDU47821.1|XpGTX0501_37|-|413|6.654e-119|4|7731|9683|9683[9683]:9276[9276]:408[408]|9230[9218]:8886[8886]:345[333]|8621[8621]:8355[8355]:267[267]|8324[8324]:7731[7731]:594[594]
9	759+1000	0	789	1	cypeur1_114146|XpGTX0501_37|+|226|1.305e-62|4|759|1758|759[759]:956[956]:198[198]|1044[1044]:1148[1148]:105[105]|1205[1205]:1552[1552]:348[348]|1678[1681]:1758[1758]:81[78]
50	115537+3891	0	70	1	chlaer1_TAQ85415.1|XpGTX0501_26|+|464|2.955e-134|1|115537|119427|115537[115537]:119427[119427]:3891[3891]
50	92568+432	0	1074	1	cadsp.1_471581|XpGTX0501_26|+|117|8.472e-30|1|92568|92999|92568[92568]:92999[92999]:432[432]
52	25560-1038	0	1078	-1	fusoxy45_KAG7413195.1|XpGTX0501_27|-|130|1.034e-33|1|24523|25560|25560[25560]:24523[24523]:1038[1038]
52	149993+1101	0	1078	1	fusoxy45_KAG7413195.1|XpGTX0501_27|+|119|2.118e-30|1|149993|151093|149993[149993]:151093[151093]:1101[1101]
53	136805-669	0	1078	-1	fusoxy45_KAG7413195.1|XpGTX0501_28|-|83|1.456e-19|1|136137|136805|136805[136805]:136137[136137]:669[669]
55	139880+1035	0	55	1	pyrtri1_EDU47821.1|XpGTX0501_30|+|57|9.768e-12|1|139880|140914|139880[139880]:140914[140914]:1035[1035]
55	93518-2358	0	820	-1	rutsp.1_PQE28656.1|XpGTX0501_30|-|349|1.228e-99|1|91161|93518|93518[93518]:91161[91161]:2358[2358]
56	125643+1205	0	1038	1	dibbae1_5584_5585|XpGTX0501_31|+|221|4.177e-61|3|125643|126847|125643[125643]:125840[125840]:198[198]|125907[125907]:126065[126065]:159[159]|126305[126305]:126847[126847]:543[543]
40	133493+936	0	269	1	monsp.5_RYP50627.1_RYP50628.1|XpGTX0501_21|+|142|2.525e-37|1|133493|134428|133493[133493]:134428[134428]:936[936]
40	204841-1314	0	500	-1	altatr1_CAG5179564.1|XpGTX0501_21|-|79|2.329e-18|1|203528|204841|204841[204841]:203528[203528]:1314[1314]
40	50036-684	0	588	-1	monfru1_KAA8565543.1|XpGTX0501_21|-|143|1.262e-37|1|49353|50036|50036[50036]:49353[49353]:684[684]
40	70362-489	0	1074	-1	cadsp.1_471581|XpGTX0501_21|-|40|1.28e-06|1|69874|70362|70362[70362]:69874[69874]:489[489]
40	305543-915	0	1078	-1	fusoxy45_KAG7413195.1|XpGTX0501_21|-|57|9.768e-12|1|304629|305543|305543[305543]:304629[304629]:915[915]
42	171562+2979	0	820	1	rutsp.1_PQE28656.1|XpGTX0501_22|+|321|3.295e-91|2|171562|174540|171562[171562]:172092[172092]:531[531]|172948[172948]:174540[174540]:1593[1593]
44	87393-1137	0	32	-1	delcon1_470772|XpGTX0501_23|-|114|6.778e-29|1|86257|87393|87393[87393]:86257[86257]:1137[1137]
45	17159+2636	0	70	1	chlaer1_TAQ85415.1|XpGTX0501_55|+|450|4.842e-130|3|17159|19794|17159[17159]:18577[18577]:1419[1419]|18607[18607]:18870[18870]:264[264]|19396[19396]:19794[19794]:399[399]
45	6067+1226	0	269	1	monsp.5_RYP50627.1_RYP50628.1|XpGTX0501_55|+|215|2.673e-59|2|6067|7292|6067[6067]:6819[6819]:753[753]|6906[6906]:7292[7292]:387[387]
46	101413-1011	0	283	-1	lepsp.1_734986|XpGTX0501_24|-|112|2.711e-28|2|100403|101413|101413[101413]:100835[100835]:579[579]|100786[100777]:100403[100403]:384[375]
46	145315+933	0	283	1	lepsp.1_734986|XpGTX0501_24|+|99|2.221e-24|1|145315|146247|145315[145315]:146247[146247]:933[933]
46	172231-2619	0	820	-1	rutsp.1_PQE28656.1|XpGTX0501_24|-|173|1.176e-46|3|169613|172231|172231[172231]:172079[172079]:153[153]|171911[171911]:171636[171636]:276[276]|171283[171283]:169613[169613]:1671[1671]
48	77376+1364	0	15	1	phachl1_4396|XpGTX0501_25|+|290|7.076e-82|2|77376|78739|77376[77376]:78101[78101]:726[726]|78365[78380]:78739[78739]:375[360]
48	182099-699	0	889	-1	hirmin1_5623|XpGTX0501_25|-|106|1.735e-26|1|181401|182099|182099[182099]:181401[181401]:699[699]
20	126564-1014	0	55	-1	pyrtri1_EDU47821.1|XpGTX0501_11|-|44|8.002e-08|1|125551|126564|126564[126564]:125551[125551]:1014[1014]
20	1182594-819	0	283	-1	lepsp.1_734986|XpGTX0501_11|-|62|3.052e-13|1|1181776|1182594|1182594[1182594]:1181776[1181776]:819[819]
20	249135+2179	0	283	1	lepsp.1_734986|XpGTX0501_11|+|213|1.069e-58|2|249135|251313|249135[249135]:249941[249941]:807[807]|250009[250009]:251313[251313]:1305[1305]
20	349914+2492	0	820	1	rutsp.1_PQE28656.1|XpGTX0501_11|+|340|6.285e-97|4|349914|352405|349914[349914]:350102[350102]:189[189]|350126[350150]:350713[350713]:588[564]|350797[350797]:351333[351333]:537[537]|351461[351461]:352405[352405]:945[945]
20	261601+954	0	1069	1	xylbam1_657765|XpGTX0501_11|+|43|1.6e-07|1|261601|262554|261601[261601]:262554[262554]:954[954]
21	34166-1932	0	32	-1	delcon1_470772|XpGTX0501_43|-|106|1.735e-26|1|32235|34166|34166[34166]:32235[32235]:1932[1932]
21	28629-3201	0	84	-1	colsoj1_KAF6812414.1|XpGTX0501_43|-|253|9.726e-71|4|25429|28629|28629[28629]:28273[28273]:357[357]|28223[28220]:27663[27663]:561[558]|27606[27606]:26941[26941]:666[666]|26286[26286]:25429[25429]:858[858]
22	18851-8111	0	84	-1	colsoj1_KAF6812414.1|XpGTX0501_12|-|796|3.378e-234|4|10741|18851|18851[18851]:18588[18588]:264[264]|18538[18508]:18305[18305]:234[204]|18257[18251]:15516[15516]:2742[2736]|15474[15447]:10741[10741]:4734[4707]
22	255977-975	0	269	-1	monsp.5_RYP50627.1_RYP50628.1|XpGTX0501_12|-|88|4.548e-21|1|255003|255977|255977[255977]:255003[255003]:975[975]
22	471535-807	0	283	-1	lepsp.1_734986|XpGTX0501_12|-|64|7.631e-14|1|470729|471535|471535[471535]:470729[470729]:807[807]
22	171030+1206	0	774	1	fusgad1_KAF4947046.1|XpGTX0501_12|+|132|2.585e-34|1|171030|172235|171030[171030]:172235[172235]:1206[1206]
22	129423+2551	0	898	1	umbpus1_107339|XpGTX0501_12|+|652|7.533e-191|5|129423|131973|129423[129423]:129566[129566]:144[144]|129630[129630]:129842[129842]:213[213]|130096[130096]:130482[130482]:387[387]|130696[130696]:131061[131061]:366[366]|131137[131149]:131973[131973]:837[825]
23	11406+1137	0	55	1	pyrtri1_EDU47821.1|XpGTX0501_44|+|66|1.908e-14|1|11406|12542|11406[11406]:12542[12542]:1137[1137]
24	458679+1265	0	15	1	phachl1_4396|XpGTX0501_13|+|684|1.754e-200|2|458679|459943|458679[458679]:458924[458924]:246[246]|458975[458975]:459943[459943]:969[969]
24	773679+1005	0	269	1	monsp.5_RYP50627.1_RYP50628.1|XpGTX0501_13|+|57|9.768e-12|1|773679|774683|773679[773679]:774683[774683]:1005[1005]
24	601218+2640	0	820	1	rutsp.1_PQE28656.1|XpGTX0501_13|+|297|5.528e-84|2|601218|603857|601218[601218]:601703[601703]:486[486]|602052[602052]:603857[603857]:1806[1806]
24	470488+885	0	889	1	hirmin1_5623|XpGTX0501_13|+|164|6.02e-44|1|470488|471372|470488[470488]:471372[471372]:885[885]
24	411302-705	0	1039	-1	friend1_TKA26544.1|XpGTX0501_13|-|66|1.908e-14|1|410598|411302|411302[411302]:410598[410598]:705[705]
26	228998-762	0	269	-1	monsp.5_RYP50627.1_RYP50628.1|XpGTX0501_14|-|55|3.907e-11|1|228237|228998|228998[228998]:228237[228237]:762[762]
26	404404+867	0	269	1	monsp.5_RYP50627.1_RYP50628.1|XpGTX0501_14|+|87|9.097e-21|1|404404|405270|404404[404404]:405270[405270]:867[867]
28	408205-3084	0	55	-1	pyrtri1_EDU47821.1|XpGTX0501_15|-|599|6.785e-175|3|405122|408205|408205[408205]:407699[407699]:507[507]|407683[407683]:406256[406256]:1428[1428]|406159[406159]:405122[405122]:1038[1038]
28	306124-1329	0	283	-1	lepsp.1_734986|XpGTX0501_15|-|117|8.472e-30|1|304796|306124|306124[306124]:304796[304796]:1329[1329]
28	82668-555	0	1039	-1	friend1_TKA26544.1|XpGTX0501_15|-|47|1e-08|1|82114|82668|82668[82668]:82114[82114]:555[555]
28	563217+1140	0	1078	1	fusoxy45_KAG7413195.1|XpGTX0501_15|+|88|4.548e-21|1|563217|564356|563217[563217]:564356[564356]:1140[1140]
