XANPAOZ2100_002162-T1,CAL8584686.1,100.000,164,0,0,3,166,79,242,2.72e-114,335,100.00
XANPAOZ2100_002162-T1,CAL8575814.1,100.000,164,0,0,3,166,120,283,1.32e-113,334,100.00
XANPAOZ2100_002162-T1,KAI4090404.1,86.585,164,22,0,3,166,37,200,1.04e-97,291,94.51
XANPAOZ2100_002162-T1,KAI4173580.1,76.829,164,38,0,3,166,10,173,2.58e-84,259,87.20
XANPAOZ2100_002162-T1,KAI4264657.1,54.167,168,73,1,3,166,297,464,8.98e-50,178,72.02
XANPAOZ2100_002162-T1,KAI4281520.1,88.095,84,10,0,3,86,311,394,3.90e-42,155,95.24
XANPAOZ2100_002162-T1,KAI4097220.1,84.884,86,13,0,59,144,145,230,4.56e-42,151,94.19
XANPAOZ2100_002162-T1,KAI4086156.1,43.827,162,91,0,5,166,10,171,1.97e-39,148,69.14
XANPAOZ2100_002162-T1,KAI4192102.1,42.953,149,85,0,18,166,1,149,1.43e-33,131,65.77
XANPAOZ2100_002162-T1,MCJ1473138.1,43.827,162,91,0,5,166,419,580,6.94e-33,135,63.58
XANPAOZ2100_002162-T1,KAI4193084.1,44.970,169,88,2,3,166,357,525,4.19e-32,132,63.91
XANPAOZ2100_002162-T1,MCJ1360545.1,42.593,162,93,0,5,166,405,566,3.57e-31,130,65.43
XANPAOZ2100_002162-T1,MCJ1358885.1,54.639,97,44,0,5,101,323,419,7.28e-23,105,72.16
XANPAOZ2100_002162-T1,XP_037163193.1,42.400,125,72,0,25,149,242,366,1.18e-22,104,66.40
XANPAOZ2100_002162-T1,KAL2040401.1,52.326,86,41,0,5,90,492,577,7.16e-21,100,76.74
XANPAOZ2100_002162-T1,CAF9912704.1,61.446,83,25,1,5,80,382,464,4.69e-19,95.1,72.29
XANPAOZ2100_002162-T1,KAI4260744.1,60.000,70,28,0,5,74,167,236,1.03e-18,91.3,81.43
XANPAOZ2100_002162-T1,XP_037151253.1,40.351,114,68,0,36,149,226,339,2.43e-18,93.6,65.79
XANPAOZ2100_002162-T1,OJD21803.1,28.313,166,114,2,5,166,148,312,5.57e-13,78.2,51.81
XANPAOZ2100_002162-T1,XP_001540774.1,27.778,144,104,0,5,148,268,411,2.37e-12,76.3,48.61
XANPAOZ2100_002162-T1,XP_001536840.1,28.485,165,115,1,5,166,383,547,3.21e-12,76.3,48.48
XANPAOZ2100_002162-T1,KAI9799085.1,32.667,150,97,2,7,152,403,552,3.77e-12,75.9,53.33
XANPAOZ2100_002162-T1,QSS59407.1,29.091,165,114,1,5,166,370,534,3.77e-12,75.9,48.48
XANPAOZ2100_002162-T1,XP_001536741.1,29.091,165,114,1,5,166,383,547,4.17e-12,75.9,48.48
XANPAOZ2100_002162-T1,MCJ1441755.1,32.530,166,82,5,5,164,39,180,4.71e-12,74.7,50.60
XANPAOZ2100_002162-T1,KAI4200330.1,54.667,75,29,1,3,77,118,187,1.29e-11,73.6,69.33
XANPAOZ2100_002162-T1,OJD25540.1,28.485,165,115,1,5,166,387,551,1.34e-11,74.3,48.48
XANPAOZ2100_002162-T1,OJD28540.1,28.485,165,115,1,5,166,388,552,1.82e-11,73.9,47.88
XANPAOZ2100_002162-T1,EER43199.1,28.485,165,115,1,5,166,286,450,2.64e-11,73.6,47.27
XANPAOZ2100_002162-T1,KMM73308.1,28.313,166,115,1,5,166,412,577,2.81e-11,73.6,47.59
XANPAOZ2100_002162-T1,XP_001539879.1,27.815,151,103,1,5,155,412,556,5.97e-11,72.4,49.01
XANPAOZ2100_002162-T1,OJD21124.1,27.711,166,116,1,5,166,43,208,6.98e-11,71.6,48.80
XANPAOZ2100_002162-T1,KAI9763324.1,28.571,147,105,0,6,152,372,518,7.80e-11,72.0,48.30
XANPAOZ2100_002162-T1,KAI9773157.1,27.083,144,105,0,5,148,370,513,8.86e-11,72.0,55.56
XANPAOZ2100_002162-T1,QSS61773.1,36.170,94,58,1,5,96,295,388,9.73e-11,71.6,60.64
XANPAOZ2100_002162-T1,XP_065980225.1,27.711,166,116,1,5,166,332,497,9.78e-11,71.6,46.99
XANPAOZ2100_002162-T1,OJD13734.1,29.457,129,84,2,5,126,299,427,1.15e-10,71.6,53.49
XANPAOZ2100_002162-T1,EFW20125.1,27.711,166,116,1,5,166,412,577,1.26e-10,71.6,46.99
XANPAOZ2100_002162-T1,XP_044687939.1,37.000,100,59,2,5,104,205,300,1.52e-10,70.9,59.00
XANPAOZ2100_002162-T1,KMU79494.1,27.711,166,116,1,5,166,316,481,2.99e-10,70.5,46.99
XANPAOZ2100_002162-T1,XP_001244534.2,27.711,166,116,1,5,166,386,551,3.25e-10,70.5,46.99
XANPAOZ2100_002162-T1,TPX19903.1,27.711,166,116,1,5,166,332,497,3.41e-10,70.1,46.99
XANPAOZ2100_002162-T1,OJD20566.1,27.108,166,117,1,5,166,385,550,3.94e-10,70.1,48.80
XANPAOZ2100_002162-T1,KAI5789804.1,29.197,137,92,3,5,138,167,301,6.11e-10,68.9,54.01
XANPAOZ2100_002162-T1,KMP08228.1,27.711,166,116,1,5,166,389,554,6.76e-10,69.3,46.99
XANPAOZ2100_002162-T1,TGZ80595.1,28.488,172,102,3,5,155,367,538,1.17e-09,68.6,46.51
XANPAOZ2100_002162-T1,XP_001544467.1,30.769,169,107,4,5,166,389,554,1.18e-09,68.6,51.48
