cladophialophora.endolichena.1_tyr5	cladophialophora.endolichena.1_tyr5
cladophialophora.endolichena.1_tyr8	cladophialophora.endolichena.1_tyr8
cladophialophora.endolichena.1_tyr8	cladophialophora.endolichena.1_tyr428
umbilicaria.crustulosa.2_tyr13	umbilicaria.crustulosa.2_tyr13
umbilicaria.crustulosa.2_tyr15	umbilicaria.crustulosa.2_tyr15
umbilicaria.crustulosa.2_tyr15	umbilicaria.crustulosa.2_tyr830
umbilicaria.crustulosa.2_tyr15	umbilicaria.crustulosa.2_tyr2369
umbilicaria.crustulosa.2_tyr15	umbilicaria.spodochroa.4_tyr2689
phlyctis.petraea.1_tyr16	phlyctis.petraea.1_tyr16
phlyctis.petraea.1_tyr16	teloschistales.sp..1_tyr3330
phaeophyscia.squarrosa.1_tyr25	phaeophyscia.squarrosa.1_tyr25
phaeophyscia.squarrosa.1_tyr26	phaeophyscia.squarrosa.1_tyr26
platismatia.glauca.2_tyr27	platismatia.glauca.2_tyr27
platismatia.glauca.2_tyr27	platismatia.glauca.1_tyr1356
platismatia.glauca.2_tyr27	platismatia.glauca.3_tyr2772
icmadophila.ericetorum.1_tyr33	icmadophila.ericetorum.1_tyr33
flavoplaca.citrina.1_tyr34	flavoplaca.citrina.1_tyr34
letrouitia.transgressa.2_tyr37	letrouitia.transgressa.2_tyr37
xylographa.parallela.1_tyr39	xylographa.parallela.1_tyr39
arthonia.susa.1_tyr48	arthonia.susa.1_tyr48
buellia.spuria.2_tyr51	buellia.spuria.2_tyr51
umbilicaria.deusta.2_tyr63	umbilicaria.deusta.2_tyr63
umbilicaria.deusta.2_tyr63	umbilicaria.crustulosa.2_tyr14
umbilicaria.deusta.2_tyr63	umbilicaria.crustulosa.1_tyr451
umbilicaria.deusta.2_tyr63	umbilicaria.polyphylla.3_tyr509
umbilicaria.deusta.2_tyr63	umbilicaria.iberica.3_tyr1100
umbilicaria.deusta.2_tyr63	umbilicaria.subpolyphylla.1_tyr1239
umbilicaria.deusta.2_tyr63	umbilicaria.spodochroa.2_tyr1540
umbilicaria.deusta.2_tyr63	umbilicaria.crustulosa.2_tyr2753
