XANPAOZ2100_002171-T1,CAL8575835.1,86.856,776,30,5,1,704,1,776,0.0,1335,88.14
XANPAOZ2100_002171-T1,KAI4229817.1,84.794,776,46,5,1,704,1,776,0.0,1301,86.86
XANPAOZ2100_002171-T1,KAI4255923.1,82.208,770,65,5,1,698,1,770,0.0,1251,85.19
XANPAOZ2100_002171-T1,KAK4696579.1,81.941,742,90,1,1,698,1,742,0.0,1247,86.39
XANPAOZ2100_002171-T1,KAI4222595.1,81.630,773,64,6,1,698,1,770,0.0,1243,84.48
XANPAOZ2100_002171-T1,KAI4226063.1,81.414,764,63,6,2,690,412,1171,0.0,1229,84.95
XANPAOZ2100_002171-T1,MCJ1274567.1,80.000,770,82,5,1,698,1,770,0.0,1217,83.64
XANPAOZ2100_002171-T1,MCJ1475325.1,79.172,773,83,6,1,698,1,770,0.0,1211,83.44
XANPAOZ2100_002171-T1,CAF9906828.1,78.525,773,88,6,1,698,1,770,0.0,1199,82.66
XANPAOZ2100_002171-T1,MCJ1282766.1,78.312,770,95,5,1,698,1,770,0.0,1194,83.12
XANPAOZ2100_002171-T1,KAG7008870.1,77.806,775,90,5,1,698,1,770,0.0,1194,82.45
XANPAOZ2100_002171-T1,KAI4213488.1,77.734,768,99,5,3,698,18,785,0.0,1163,82.55
XANPAOZ2100_002171-T1,KAH8846992.1,60.214,749,236,6,3,698,2,741,0.0,892,71.83
XANPAOZ2100_002171-T1,KAI6491353.1,60.080,749,237,6,3,698,2,741,0.0,891,71.83
XANPAOZ2100_002171-T1,KAI4102594.1,70.774,633,97,4,66,698,1,545,0.0,860,75.20
XANPAOZ2100_002171-T1,XP_003708790.1,60.369,704,234,6,3,698,2,668,0.0,843,71.88
XANPAOZ2100_002171-T1,KAI4146142.1,54.381,776,270,9,3,698,2,773,0.0,795,66.88
XANPAOZ2100_002171-T1,KAI6259287.1,54.771,765,272,9,3,698,2,761,0.0,791,67.06
XANPAOZ2100_002171-T1,KAG4424592.1,52.979,772,282,8,1,694,1,769,0.0,773,65.28
XANPAOZ2100_002171-T1,GAO20112.1,52.956,778,243,7,2,698,3,738,0.0,767,64.65
XANPAOZ2100_002171-T1,MCJ1330965.1,53.526,794,269,12,1,698,1,790,0.0,766,65.49
XANPAOZ2100_002171-T1,QBZ58498.1,65.954,561,141,2,188,698,1,561,0.0,756,75.94
XANPAOZ2100_002171-T1,KAG9241347.1,53.032,775,285,11,1,698,1,773,0.0,749,65.29
XANPAOZ2100_002171-T1,KAI6272926.1,65.827,556,140,2,193,698,1,556,0.0,748,75.90
XANPAOZ2100_002171-T1,XP_033405442.1,75.381,459,108,1,245,698,317,775,0.0,741,85.84
XANPAOZ2100_002171-T1,XP_033405442.1,60.163,246,98,0,1,246,1,246,6.79e-78,277,77.24
XANPAOZ2100_002171-T1,KAI9779782.1,75.817,459,105,2,245,698,317,774,0.0,737,85.62
XANPAOZ2100_002171-T1,KAI9779782.1,54.804,281,123,2,1,280,1,278,1.33e-79,281,72.24
XANPAOZ2100_002171-T1,XP_018073240.1,52.129,775,275,12,1,698,1,756,0.0,731,64.39
XANPAOZ2100_002171-T1,XP_064664657.1,54.444,720,253,11,30,697,15,711,0.0,730,68.89
XANPAOZ2100_002171-T1,KAF5120279.1,74.728,459,111,1,245,698,305,763,0.0,728,84.10
XANPAOZ2100_002171-T1,KAF5120279.1,50.741,270,119,4,1,270,1,256,7.37e-70,255,69.63
XANPAOZ2100_002171-T1,KAH9985934.1,74.292,459,113,1,245,698,315,773,0.0,726,84.31
XANPAOZ2100_002171-T1,KAH9985934.1,56.911,246,104,1,1,246,1,244,2.99e-73,264,73.58
XANPAOZ2100_002171-T1,KAK9445085.1,74.292,459,113,1,245,698,305,763,0.0,726,83.88
XANPAOZ2100_002171-T1,KAK9445085.1,50.370,270,120,4,1,270,1,256,8.86e-69,252,68.89
XANPAOZ2100_002171-T1,PKK42611.1,75.381,459,108,1,245,698,312,770,0.0,725,85.19
XANPAOZ2100_002171-T1,PKK42611.1,59.016,244,96,1,3,246,2,241,1.00e-69,254,74.59
XANPAOZ2100_002171-T1,XP_001904413.1,74.781,456,110,1,245,695,315,770,0.0,722,84.43
XANPAOZ2100_002171-T1,XP_001904413.1,57.724,246,102,2,1,246,1,244,2.58e-73,264,75.20
XANPAOZ2100_002171-T1,XP_062798766.1,75.497,453,106,1,245,692,315,767,0.0,721,84.77
XANPAOZ2100_002171-T1,XP_062798766.1,58.943,246,99,2,1,246,1,244,3.26e-75,269,76.02
XANPAOZ2100_002171-T1,EFY90673.1,74.074,459,114,1,245,698,305,763,0.0,721,83.66
XANPAOZ2100_002171-T1,EFY90673.1,50.370,270,120,4,1,270,1,256,2.49e-68,251,68.52
XANPAOZ2100_002171-T1,KAK4101832.1,74.342,456,112,1,245,695,314,769,0.0,719,84.21
XANPAOZ2100_002171-T1,KAK4101832.1,50.185,271,128,5,1,270,1,265,3.90e-68,250,70.48
XANPAOZ2100_002171-T1,KAF3197218.1,51.515,726,277,9,5,694,4,690,0.0,718,65.29
XANPAOZ2100_002171-T1,KID94662.1,74.236,458,113,1,245,697,130,587,0.0,716,84.06
XANPAOZ2100_002171-T1,KID94662.1,62.651,83,29,1,188,270,1,81,2.48e-18,102,74.70
XANPAOZ2100_002171-T1,KAI7913414.1,72.767,459,120,1,245,698,323,781,0.0,711,83.22
XANPAOZ2100_002171-T1,KAI7913414.1,47.177,248,119,4,3,247,2,240,6.34e-54,211,62.90
XANPAOZ2100_002171-T1,XP_030987746.1,72.767,459,120,1,245,698,329,787,0.0,710,83.22
XANPAOZ2100_002171-T1,XP_030987746.1,47.177,248,119,4,3,247,2,240,6.79e-54,211,62.90
XANPAOZ2100_002171-T1,GFP58630.1,73.638,459,101,2,245,698,312,755,0.0,706,83.22
XANPAOZ2100_002171-T1,GFP58630.1,60.246,244,93,1,3,246,2,241,8.50e-77,273,75.00
XANPAOZ2100_002171-T1,KAH7630361.1,70.103,485,124,3,224,689,282,764,0.0,704,80.82
XANPAOZ2100_002171-T1,KAH7630361.1,58.537,246,100,2,1,246,1,244,7.15e-81,285,76.83
XANPAOZ2100_002171-T1,XP_062661960.1,73.085,457,117,2,245,695,316,772,0.0,703,82.49
XANPAOZ2100_002171-T1,XP_062661960.1,52.632,247,114,3,1,246,1,245,2.34e-67,248,72.87
XANPAOZ2100_002171-T1,XP_029744153.1,72.113,459,123,1,245,698,314,772,0.0,701,83.01
XANPAOZ2100_002171-T1,XP_029744153.1,46.693,257,125,4,3,256,2,249,1.60e-55,215,62.65
XANPAOZ2100_002171-T1,PVH69867.1,70.940,468,126,2,245,702,316,783,0.0,701,81.20
XANPAOZ2100_002171-T1,PVH69867.1,52.439,246,116,1,1,246,1,245,8.79e-66,244,70.33
XANPAOZ2100_002171-T1,KAA8621953.1,71.678,459,125,1,245,698,316,774,0.0,699,81.48
XANPAOZ2100_002171-T1,KAA8621953.1,53.659,246,113,1,1,246,1,245,3.64e-74,266,71.95
